sample_id,class_id,class_name,pixel_count,mean_difference,median_difference,std_difference,min_difference,max_difference,p90_difference
hurricane-michael_00000269,3,Major Damage,375,0.12292809784412384,0.09019609540700912,0.09749127924442291,0.005228757858276367,0.44967326521873474,0.26823530793190026
hurricane-michael_00000269,4,Destroyed,302,0.09087131172418594,0.07254903018474579,0.06496672332286835,0.003921573515981436,0.3006536066532135,0.19150327146053336
santa-rosa-wildfire_00000155,0,Background,47481,0.07200612872838974,0.049673210829496384,0.0649963766336441,0.0,0.45228758454322815,0.16470587253570557
santa-rosa-wildfire_00000155,1,No Damage,5028,0.04112083464860916,0.03398692607879639,0.03247161954641342,0.0,0.30849674344062805,0.0797385573387146
santa-rosa-wildfire_00000155,2,Minor Damage,75,0.019904140383005142,0.0156862735748291,0.014431392773985863,0.0026143789291381836,0.05620914697647095,0.04575163125991821
santa-rosa-wildfire_00000155,4,Destroyed,12952,0.14911609888076782,0.14771242439746857,0.07645890861749649,0.0,0.4287582337856293,0.250980406999588
santa-rosa-wildfire_00000320,0,Background,65536,0.11180433630943298,0.09673202037811279,0.06938159465789795,0.0013071894645690918,0.4418300688266754,0.21176470816135406
hurricane-harvey_00000515,0,Background,61125,0.06906021386384964,0.05228757858276367,0.059082724153995514,0.0,0.5777777433395386,0.1437908560037613
hurricane-harvey_00000515,1,No Damage,4411,0.08227025717496872,0.045751649886369705,0.0914059653878212,0.0,0.6248366236686707,0.19869284331798553
santa-rosa-wildfire_00000129,0,Background,54064,0.062045615166425705,0.048366013914346695,0.05008712038397789,0.0,0.4758169949054718,0.12156864255666733
santa-rosa-wildfire_00000129,1,No Damage,1186,0.054157983511686325,0.047058820724487305,0.03591584414243698,0.003921568393707275,0.2666666805744171,0.10065359249711037
santa-rosa-wildfire_00000129,2,Minor Damage,33,0.09962368756532669,0.09673202782869339,0.06543608754873276,0.00784313678741455,0.2705882489681244,0.17856209278106688
santa-rosa-wildfire_00000129,4,Destroyed,10253,0.12915271520614624,0.11372548341751099,0.08689554780721664,0.0026143789291381836,0.5006535649299622,0.2549019753932953
socal-fire_00000572,0,Background,65536,0.06755797564983368,0.06666667014360428,0.011001724749803543,0.0013071894645690918,0.13986927270889282,0.0797385647892952
palu-tsunami_00000189,0,Background,60839,0.09638828784227371,0.08104575425386429,0.06870564073324203,0.0,0.46797385811805725,0.20000000298023224
palu-tsunami_00000189,1,No Damage,2722,0.07805823534727097,0.05882353335618973,0.06845848262310028,0.0013071894645690918,0.6026144027709961,0.16339869797229767
palu-tsunami_00000189,3,Major Damage,389,0.05410555377602577,0.03790849447250366,0.056087642908096313,0.0,0.4091503620147705,0.11895424276590347
palu-tsunami_00000189,4,Destroyed,1586,0.11097347736358643,0.09281046688556671,0.08143062889575958,0.0013071894645690918,0.6104574799537659,0.19869284331798553
socal-fire_00000151,0,Background,65536,0.03193730115890503,0.011764705181121826,0.04657410830259323,0.0,0.5333333611488342,0.09411764144897461
santa-rosa-wildfire_00000103,0,Background,61530,0.08187826722860336,0.06535948067903519,0.05940353497862816,0.0,0.5673202872276306,0.16209149360656738
santa-rosa-wildfire_00000103,1,No Damage,2261,0.1085059866309166,0.058823537081480026,0.11467321962118149,0.0026143789291381836,0.6431372761726379,0.270588219165802
santa-rosa-wildfire_00000103,2,Minor Damage,97,0.06697661429643631,0.07320261001586914,0.03374754637479782,0.005228757858276367,0.16601309180259705,0.10640523880720139
santa-rosa-wildfire_00000103,3,Major Damage,200,0.10941830277442932,0.0869280993938446,0.07992593944072723,0.01437908411026001,0.4431372582912445,0.2132026195526123
santa-rosa-wildfire_00000103,4,Destroyed,1448,0.1217428594827652,0.10065361112356186,0.0865698754787445,0.0013071894645690918,0.45228758454322815,0.24967320263385773
mexico-earthquake_00000096,0,Background,65185,0.04538380727171898,0.03660130500793457,0.03365457057952881,0.0,0.27450981736183167,0.09281045198440552
mexico-earthquake_00000096,1,No Damage,351,0.0681488960981369,0.0640522837638855,0.04181404039263725,0.006535947322845459,0.22745098173618317,0.12287580966949463
socal-fire_00000915,0,Background,65536,0.047757212072610855,0.033986929804086685,0.042416177690029144,0.0,0.49542486667633057,0.10196077823638916
santa-rosa-wildfire_00000250,0,Background,62641,0.10725707560777664,0.08627451211214066,0.08011755347251892,0.0,0.7568628191947937,0.21699346601963043
santa-rosa-wildfire_00000250,1,No Damage,254,0.13613297045230865,0.08431372046470642,0.12469688057899475,0.0013071894645690918,0.5673202872276306,0.3094117760658264
santa-rosa-wildfire_00000250,2,Minor Damage,65,0.1838712990283966,0.16209149360656738,0.11316025257110596,0.04575163125991821,0.4575163424015045,0.32967321276664735
santa-rosa-wildfire_00000250,4,Destroyed,2576,0.2495782971382141,0.1921568661928177,0.1805623173713684,0.003921568393707275,0.8692810535430908,0.5385621190071106
hurricane-harvey_00000344,0,Background,62818,0.03595089539885521,0.0,0.05636594817042351,0.0,0.5254902243614197,0.11895424127578735
hurricane-harvey_00000344,1,No Damage,1800,0.07102396339178085,0.058823537081480026,0.05094311758875847,0.003921568393707275,0.32287582755088806,0.142483651638031
hurricane-harvey_00000344,2,Minor Damage,918,0.06796673685312271,0.053594768047332764,0.05435105785727501,0.0026143789291381836,0.29411765933036804,0.1467973768711091
santa-rosa-wildfire_00000191,0,Background,65185,0.11293228715658188,0.09281045943498611,0.07730519771575928,0.0,0.6562091708183289,0.22745096683502197
santa-rosa-wildfire_00000191,4,Destroyed,351,0.19136734306812286,0.18431371450424194,0.07624106854200363,0.026143789291381836,0.5477123856544495,0.2679738700389862
hurricane-harvey_00000261,0,Background,65179,0.14100417494773865,0.14509804546833038,0.049768056720495224,0.0,0.671895444393158,0.20130719244480133
hurricane-harvey_00000261,3,Major Damage,357,0.13246919214725494,0.12418300658464432,0.08608506619930267,0.0026143789291381836,0.43529415130615234,0.24339870512485517
hurricane-michael_00000208,0,Background,64421,0.08138363808393478,0.062745101749897,0.06477490067481995,0.0,0.5581700205802917,0.17124181985855103
hurricane-michael_00000208,1,No Damage,743,0.10740593820810318,0.09281045198440552,0.07832223176956177,0.003921568393707275,0.4130719006061554,0.21464051306247747
hurricane-michael_00000208,2,Minor Damage,327,0.08425576239824295,0.08366014808416367,0.05173011124134064,0.0013071894645690918,0.3019607961177826,0.15006538033485423
hurricane-michael_00000208,3,Major Damage,45,0.1958169937133789,0.16470588743686676,0.13818520307540894,0.003921568393707275,0.4745098054409027,0.3916339635849
socal-fire_00000923,0,Background,65385,0.0527065135538578,0.041830066591501236,0.040978044271469116,0.0,0.40130722522735596,0.10718954354524612
socal-fire_00000923,1,No Damage,50,0.06298039853572845,0.03660131245851517,0.07568646967411041,0.010457515716552734,0.3464052379131317,0.124967334419489
socal-fire_00000923,4,Destroyed,101,0.11367370933294296,0.09934640675783157,0.08585105836391449,0.00784313678741455,0.3777778148651123,0.21699349582195282
santa-rosa-wildfire_00000249,0,Background,64865,0.1222839280962944,0.10196077823638916,0.08508703857660294,0.0,0.5202614665031433,0.24444444477558136
santa-rosa-wildfire_00000249,1,No Damage,11,0.13107545673847198,0.13071896135807037,0.06001458689570427,0.04183006286621094,0.2392156720161438,0.21960784494876862
santa-rosa-wildfire_00000249,4,Destroyed,660,0.17725887894630432,0.15032680332660675,0.11295658349990845,0.013071894645690918,0.6287581324577332,0.3398692637681961
socal-fire_00000252,0,Background,65297,0.017488716170191765,0.009150326251983643,0.027433963492512703,0.0,0.41830065846443176,0.03790849447250366
socal-fire_00000252,1,No Damage,239,0.08046599477529526,0.054901957511901855,0.07741647213697433,0.0026143789291381836,0.4588235318660736,0.18980395495891583
hurricane-matthew_00000102,0,Background,64672,0.06857369840145111,0.05359477177262306,0.06386719644069672,0.0,0.6784313321113586,0.15555554628372192
hurricane-matthew_00000102,1,No Damage,95,0.09732368588447571,0.07712418586015701,0.0655207559466362,0.005228757858276367,0.2810457646846771,0.18849673569202424
hurricane-matthew_00000102,2,Minor Damage,631,0.12818123400211334,0.09281045198440552,0.1133815124630928,0.005228757858276367,0.6052287220954895,0.3045751750469208
hurricane-matthew_00000102,3,Major Damage,124,0.13978494703769684,0.14379087090492249,0.07462747395038605,0.013071894645690918,0.29411765933036804,0.2418300613760948
hurricane-matthew_00000102,4,Destroyed,14,0.13202615082263947,0.13725489377975464,0.09254706650972366,0.0156862735748291,0.29019609093666077,0.2555555656552315
hurricane-michael_00000003,0,Background,62022,0.056869927793741226,0.044444452971220016,0.045258719474077225,0.0,0.5346404910087585,0.11241831630468369
hurricane-michael_00000003,2,Minor Damage,3277,0.13126066327095032,0.13202615082263947,0.06114736199378967,0.0013071894645690918,0.3333333432674408,0.21045751869678497
hurricane-michael_00000003,3,Major Damage,215,0.12607388198375702,0.13464051485061646,0.062140218913555145,0.005228757858276367,0.2549019753932953,0.20078430771827696
hurricane-michael_00000003,4,Destroyed,22,0.16547831892967224,0.16209149360656738,0.09254618734121323,0.02091503143310547,0.3189542591571808,0.3022222340106965
palu-tsunami_00000178,0,Background,44502,0.09658754616975784,0.06666666269302368,0.08933437615633011,0.0,0.7150326371192932,0.2209150344133377
palu-tsunami_00000178,1,No Damage,13034,0.07552394270896912,0.053594768047332764,0.07259223610162735,0.0,0.6653594970703125,0.16339869797229767
palu-tsunami_00000178,3,Major Damage,108,0.07781408727169037,0.05228757858276367,0.09310346096754074,0.0026143789291381836,0.5032679438591003,0.16339870840311047
palu-tsunami_00000178,4,Destroyed,7892,0.11420352011919022,0.09150328487157822,0.08834531903266907,0.0026143789291381836,0.6705882549285889,0.21830065548419952
hurricane-harvey_00000157,0,Background,65518,0.04108951985836029,0.03660130500793457,0.024530883878469467,0.0,0.38823530077934265,0.07320261746644974
hurricane-harvey_00000157,3,Major Damage,18,0.24175746738910675,0.20130719244480133,0.1336444467306137,0.030065366998314857,0.48496735095977783,0.4267973899841309
hurricane-florence_00000008,0,Background,63601,0.13872841000556946,0.12026143074035645,0.08362101763486862,0.0026143789291381836,0.6928105354309082,0.26405227184295654
hurricane-florence_00000008,1,No Damage,1935,0.1600438952445984,0.1738562136888504,0.09177657961845398,0.0013071894645690918,0.5607843399047852,0.2627451002597809
hurricane-harvey_00000440,0,Background,53422,0.07279714196920395,0.05359477177262306,0.06771614402532578,0.0,0.6483659744262695,0.15032680183649064
hurricane-harvey_00000440,1,No Damage,4442,0.13042938709259033,0.07450980693101883,0.1412154585123062,0.0013071894645690918,0.6535947918891907,0.36326798200607313
hurricane-harvey_00000440,2,Minor Damage,1575,0.076686792075634,0.056209150701761246,0.07061625272035599,0.003921568393707275,0.5228758454322815,0.15686273574829102
hurricane-harvey_00000440,3,Major Damage,6097,0.18283182382583618,0.1437908411026001,0.1433401107788086,0.0013071894645690918,0.6366012692451477,0.40130719542503357
hurricane-michael_00000172,0,Background,56365,0.06879439949989319,0.050980400294065475,0.05830308049917221,0.0,0.6457516551017761,0.14640522003173828
hurricane-michael_00000172,1,No Damage,6041,0.084214948117733,0.061437904834747314,0.08209384232759476,0.0013071894645690918,0.597385585308075,0.1725490540266037
hurricane-michael_00000172,2,Minor Damage,2791,0.09055952727794647,0.06797385960817337,0.07251794636249542,0.0013071894645690918,0.46928104758262634,0.19999998807907104
hurricane-michael_00000172,3,Major Damage,339,0.10439393669366837,0.08627451211214066,0.07368332892656326,0.005228757858276367,0.29019609093666077,0.21437909305095673
midwest-flooding_00000444,0,Background,65034,0.06087639927864075,0.04444444179534912,0.05482190474867821,0.0,0.7503268122673035,0.12418300658464432
midwest-flooding_00000444,1,No Damage,493,0.12748678028583527,0.11372549086809158,0.08106625080108643,0.01437908411026001,0.4562091827392578,0.2507189422845841
midwest-flooding_00000444,3,Major Damage,9,0.1057371124625206,0.09019607305526733,0.05491386726498604,0.04575164243578911,0.20261438190937042,0.17124183475971222
socal-fire_00000079,0,Background,65536,0.05584469437599182,0.040522873401641846,0.05474800616502762,0.0,0.6352941393852234,0.11503267288208008
midwest-flooding_00000346,0,Background,64048,0.04467317461967468,0.0,0.067584328353405,0.0,0.8339869379997253,0.14640522003173828
midwest-flooding_00000346,2,Minor Damage,178,0.09360358119010925,0.06535947322845459,0.07137497514486313,0.005228757858276367,0.3450980484485626,0.2185621231794358
midwest-flooding_00000346,3,Major Damage,1051,0.12079625576734543,0.09019607305526733,0.10461379587650299,0.0,0.6209149956703186,0.2562091648578644
midwest-flooding_00000346,4,Destroyed,259,0.20910994708538055,0.20915035903453827,0.11963097751140594,0.010457515716552734,0.640522837638855,0.3545098125934601
hurricane-matthew_00000232,0,Background,65491,0.061069305986166,0.048366010189056396,0.04810662195086479,0.0,0.5686275362968445,0.12418300658464432
hurricane-matthew_00000232,2,Minor Damage,12,0.10827887803316116,0.10065360367298126,0.059257254004478455,0.02483660914003849,0.20130717754364014,0.19450979232788088
hurricane-matthew_00000232,3,Major Damage,16,0.07475490123033524,0.06143791973590851,0.05089488625526428,0.0156862735748291,0.24183006584644318,0.1183006539940834
hurricane-matthew_00000232,4,Destroyed,17,0.13379469513893127,0.13202613592147827,0.08288634568452835,0.027450984343886375,0.2692810595035553,0.24836603701114654
palu-tsunami_00000102,0,Background,62855,0.059505853801965714,0.0470588244497776,0.04706328734755516,0.0013071894645690918,0.611764669418335,0.11372550576925278
palu-tsunami_00000102,1,No Damage,2681,0.10330405086278915,0.08496732264757156,0.0795857384800911,0.0026143789291381836,0.5673202872276306,0.2052287608385086
santa-rosa-wildfire_00000185,0,Background,62595,0.049079760909080505,0.03790849447250366,0.041546110063791275,0.0,0.49934640526771545,0.10065359622240067
santa-rosa-wildfire_00000185,1,No Damage,2941,0.04813622310757637,0.04575163125991821,0.028636228293180466,0.0,0.3189542293548584,0.08366012573242188
hurricane-florence_00000478,0,Background,64502,0.06202347204089165,0.05228758230805397,0.04576978087425232,0.0,0.6392156481742859,0.11764705181121826
hurricane-florence_00000478,1,No Damage,961,0.0809750184416771,0.05882352963089943,0.07801707834005356,0.0,0.530718982219696,0.18300653994083405
hurricane-florence_00000478,3,Major Damage,73,0.07162681967020035,0.0640522912144661,0.04157521575689316,0.009150326251983643,0.21176473796367645,0.10823528915643692
socal-fire_00001107,0,Background,65536,0.055138420313596725,0.041830066591501236,0.04672297090291977,0.0,0.4065359830856323,0.11764705926179886
socal-fire_00001283,0,Background,65536,0.06240744888782501,0.048366010189056396,0.0526210218667984,0.0,0.4405229091644287,0.13333332538604736
hurricane-florence_00000320,0,Background,65008,0.11568703502416611,0.0784313753247261,0.09396380931138992,0.0,0.4248366057872772,0.2549019753932953
hurricane-florence_00000320,1,No Damage,391,0.090413399040699,0.057516347616910934,0.11681623756885529,0.0,0.640522837638855,0.15294116735458374
hurricane-florence_00000320,2,Minor Damage,137,0.16594626009464264,0.10849672555923462,0.14796414971351624,0.011764705181121826,0.584313690662384,0.38875817656517037
hurricane-florence_00000146,0,Background,65406,0.03608301654458046,0.019607843831181526,0.05518176406621933,0.0,0.7346405386924744,0.08758170157670975
hurricane-florence_00000146,3,Major Damage,130,0.06790347397327423,0.037254899740219116,0.07400769740343094,0.010457515716552734,0.33986929059028625,0.16522874981164937
hurricane-harvey_00000439,0,Background,45811,0.07291670143604279,0.062745101749897,0.051384128630161285,0.0,0.5176470279693604,0.13986927270889282
hurricane-harvey_00000439,1,No Damage,461,0.05828193947672844,0.048366010189056396,0.04273092374205589,0.0013071894645690918,0.2732026278972626,0.11633988469839096
hurricane-harvey_00000439,2,Minor Damage,5563,0.05417187884449959,0.03790849447250366,0.04818353056907654,0.0,0.4078432023525238,0.12130718678236031
hurricane-harvey_00000439,3,Major Damage,13701,0.05782536789774895,0.04313725233078003,0.04947400465607643,0.0013071894645690918,0.4431372582912445,0.12287580966949463
hurricane-matthew_00000261,0,Background,65451,0.06527356058359146,0.05359477177262306,0.04946890100836754,0.0,0.5503267645835876,0.13333332538604736
hurricane-matthew_00000261,1,No Damage,8,0.043790850788354874,0.032679736614227295,0.02942628413438797,0.022222226485610008,0.11633986234664917,0.07607842944562435
hurricane-matthew_00000261,2,Minor Damage,60,0.13636164367198944,0.12352941185235977,0.09629102051258087,0.02091503143310547,0.43921568989753723,0.2644444316625595
hurricane-matthew_00000261,3,Major Damage,17,0.06166858598589897,0.05228757858276367,0.04051229730248451,0.0156862735748291,0.19346405565738678,0.09620914459228516
socal-fire_00001078,0,Background,65224,0.04367400333285332,0.033986929804086685,0.03667500615119934,0.0,0.5150327086448669,0.09019607305526733
socal-fire_00001078,1,No Damage,294,0.07515450567007065,0.0640522912144661,0.058742329478263855,0.005228757858276367,0.4235294759273529,0.12771241515874862
socal-fire_00001078,4,Destroyed,18,0.12628903985023499,0.13464051485061646,0.0815468579530716,0.0156862735748291,0.30588236451148987,0.23320260494947434
mexico-earthquake_00000047,0,Background,48580,0.09297293424606323,0.07320261746644974,0.07254932075738907,0.0,0.6196078658103943,0.19738560914993286
mexico-earthquake_00000047,1,No Damage,16956,0.15758465230464935,0.13071896135807037,0.12003401666879654,0.0013071894645690918,0.7084967494010925,0.3176470696926117
hurricane-michael_00000104,0,Background,62924,0.20892919600009918,0.13464051485061646,0.17325028777122498,0.0,0.6483660340309143,0.47058820724487305
hurricane-michael_00000104,1,No Damage,1813,0.09824470430612564,0.07581700384616852,0.09413116425275803,0.0013071894645690918,0.6549019813537598,0.19477124512195587
hurricane-michael_00000104,2,Minor Damage,514,0.08346431702375412,0.07843136787414551,0.05175986513495445,0.0013071894645690918,0.45228755474090576,0.14653595387935633
hurricane-michael_00000104,3,Major Damage,241,0.07782930880784988,0.05359477922320366,0.06242777779698372,0.003921568393707275,0.2875817120075226,0.17124183475971222
hurricane-michael_00000104,4,Destroyed,44,0.060754600912332535,0.04313725233078003,0.04880841448903084,0.005228757858276367,0.2235294133424759,0.12614381089806562
socal-fire_00000969,0,Background,65536,0.045060042291879654,0.03529411926865578,0.0356588251888752,0.0,0.46535947918891907,0.09281047433614731
midwest-flooding_00000024,0,Background,48203,0.07033416628837585,0.05359477922320366,0.05783700570464134,0.0,0.5973856449127197,0.14640522003173828
midwest-flooding_00000024,1,No Damage,17333,0.07774259895086288,0.05882352963089943,0.06823790073394775,0.0,0.6954248547554016,0.15555556118488312
socal-fire_00000237,0,Background,63172,0.048245396465063095,0.03790849819779396,0.03995911777019501,0.0,0.46666669845581055,0.09673202037811279
socal-fire_00000237,1,No Damage,2364,0.0740668848156929,0.04313725233078003,0.07512333244085312,0.0026143789291381836,0.5803921222686768,0.18300653547048568
hurricane-michael_00000430,0,Background,61312,0.07161472737789154,0.053594768047332764,0.06035556271672249,0.0,0.4588235318660736,0.1568627655506134
hurricane-michael_00000430,1,No Damage,506,0.08357745409011841,0.03790849447250366,0.0922108069062233,0.0013071894645690918,0.3790849447250366,0.2379084825515747
hurricane-michael_00000430,2,Minor Damage,235,0.11513280868530273,0.0941176638007164,0.0866299718618393,0.005228757858276367,0.48758170008659363,0.21385619640350342
hurricane-michael_00000430,3,Major Damage,3483,0.09350365400314331,0.0627450942993164,0.08684758841991425,0.0013071894645690918,0.46535953879356384,0.22222222089767457
hurricane-harvey_00000016,0,Background,56116,0.08489597588777542,0.0797385647892952,0.05404328927397728,0.0013071894645690918,0.4588235318660736,0.15032680332660675
hurricane-harvey_00000016,1,No Damage,9420,0.049979325383901596,0.0313725508749485,0.053270574659109116,0.0,0.4928104877471924,0.11764705926179886
hurricane-matthew_00000066,0,Background,60401,0.08098184317350388,0.06928104907274246,0.061591919511556625,0.0,0.6339869499206543,0.1594771146774292
hurricane-matthew_00000066,1,No Damage,855,0.10247142612934113,0.08104575425386429,0.08265890926122665,0.005228757858276367,0.5333333611488342,0.2172548949718476
hurricane-matthew_00000066,2,Minor Damage,4233,0.10211333632469177,0.07581698894500732,0.08932583779096603,0.0,0.5594770908355713,0.22614379227161407
hurricane-matthew_00000066,3,Major Damage,47,0.09917954355478287,0.09150328487157822,0.06076681241393089,0.010457525961101055,0.25882354378700256,0.18901961147785187
santa-rosa-wildfire_00000309,0,Background,56810,0.05054269731044769,0.039215683937072754,0.04058162868022919,0.0,0.5189542174339294,0.10457515716552734
santa-rosa-wildfire_00000309,1,No Damage,8726,0.048778124153614044,0.03529411554336548,0.04363122954964638,0.0013071894645690918,0.4431372582912445,0.10196078568696976
socal-fire_00000203,0,Background,65536,0.056328170001506805,0.04313725233078003,0.04840002581477165,0.0,0.5359477400779724,0.11764705181121826
socal-fire_00000960,0,Background,63334,0.06503970175981522,0.03921568766236305,0.06411746144294739,0.0,0.7241830229759216,0.16339868307113647
socal-fire_00000960,1,No Damage,2202,0.09901396185159683,0.06928104162216187,0.09566953033208847,0.0013071894645690918,0.6627450585365295,0.22614379078149796
santa-rosa-wildfire_00000101,0,Background,58555,0.049239374697208405,0.03660130500793457,0.04475432634353638,0.0,0.6039215922355652,0.09934640675783157
santa-rosa-wildfire_00000101,1,No Damage,6981,0.04400290548801422,0.032679736614227295,0.036799654364585876,0.0,0.3202614486217499,0.09019608050584793
socal-fire_00000767,0,Background,55615,0.05111706629395485,0.03660130500793457,0.05154253914952278,0.0,0.6352941393852234,0.10980391502380371
socal-fire_00000767,1,No Damage,9921,0.06162829324603081,0.039215683937072754,0.06820360571146011,0.0,0.5960784554481506,0.14379087090492249
santa-rosa-wildfire_00000251,0,Background,62751,0.079849474132061,0.06535949558019638,0.05683565512299538,0.0013071894645690918,0.7934640049934387,0.15294118225574493
santa-rosa-wildfire_00000251,1,No Damage,272,0.05897251144051552,0.05490196496248245,0.029597802087664604,0.009150326251983643,0.18431372940540314,0.09411766231060029
santa-rosa-wildfire_00000251,4,Destroyed,2513,0.17300520837306976,0.16209150850772858,0.10458575934171677,0.009150326251983643,0.49542486667633057,0.32679739594459534
mexico-earthquake_00000126,0,Background,43714,0.06045328825712204,0.04575163125991821,0.053746748715639114,0.0,0.6026144027709961,0.1254901885986328
mexico-earthquake_00000126,1,No Damage,21822,0.08474688231945038,0.0627450942993164,0.07518196105957031,0.0,0.5633987188339233,0.1764705777168274
