sample_id,class_id,class_name,pixel_count,percentage,region_count,largest_region,smallest_region,mean_region,median_region,regions_1px_or_less,regions_5px_or_less,regions_10px_or_less,regions_25px_or_less,regions_50px_or_less
socal-fire_00000252,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000102,2,Minor Damage,10152,0.968170166015625,32,1218,88,317.25,262.5,0,0,0,0,0
hurricane-matthew_00000102,3,Major Damage,1957,0.18663406372070312,6,1134,100,326.1666666666667,138.0,0,0,0,0,0
hurricane-matthew_00000102,4,Destroyed,210,0.02002716064453125,1,210,210,210.0,210.0,0,0,0,0,0
hurricane-michael_00000003,2,Minor Damage,52146,4.973030090332031,31,2483,200,1682.1290322580646,1356.0,0,0,0,0,0
hurricane-michael_00000003,3,Major Damage,3440,0.32806396484375,3,1278,979,1146.6666666666667,1183.0,0,0,0,0,0
hurricane-michael_00000003,4,Destroyed,323,0.030803680419921875,1,323,323,323.0,323.0,0,0,0,0,0
palu-tsunami_00000178,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000178,3,Major Damage,1669,0.15916824340820312,1,1669,1669,1669.0,1669.0,0,0,0,0,0
palu-tsunami_00000178,4,Destroyed,126879,12.10012435913086,67,10246,42,1893.7164179104477,1304.0,0,0,0,0,1
hurricane-harvey_00000157,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000157,3,Major Damage,262,0.02498626708984375,1,262,262,262.0,262.0,0,0,0,0,0
hurricane-harvey_00000157,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000008,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000008,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000008,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000440,2,Minor Damage,24966,2.3809432983398438,15,2759,246,1664.4,1801.0,0,0,0,0,0
hurricane-harvey_00000440,3,Major Damage,97118,9.261894226074219,37,3809,294,2624.810810810811,3060.0,0,0,0,0,0
hurricane-harvey_00000440,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000172,2,Minor Damage,44409,4.235172271728516,37,2106,482,1200.2432432432433,1188.0,0,0,0,0,0
hurricane-michael_00000172,3,Major Damage,5603,0.5343437194824219,5,1425,491,1120.6,1205.0,0,0,0,0,0
hurricane-michael_00000172,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000444,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000444,3,Major Damage,158,0.01506805419921875,1,158,158,158.0,158.0,0,0,0,0,0
midwest-flooding_00000444,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000079,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000079,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000079,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000346,2,Minor Damage,2840,0.270843505859375,3,2149,218,946.6666666666666,473.0,0,0,0,0,0
midwest-flooding_00000346,3,Major Damage,16773,1.5995979309082031,3,7885,3956,5591.0,4932.0,0,0,0,0,0
midwest-flooding_00000346,4,Destroyed,4129,0.3937721252441406,1,4129,4129,4129.0,4129.0,0,0,0,0,0
hurricane-matthew_00000232,2,Minor Damage,190,0.01811981201171875,1,190,190,190.0,190.0,0,0,0,0,0
hurricane-matthew_00000232,3,Major Damage,260,0.0247955322265625,1,260,260,260.0,260.0,0,0,0,0,0
hurricane-matthew_00000232,4,Destroyed,260,0.0247955322265625,1,260,260,260.0,260.0,0,0,0,0,0
palu-tsunami_00000102,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000102,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000102,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000185,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000185,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000185,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000478,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000478,3,Major Damage,1177,0.11224746704101562,2,957,220,588.5,588.5,0,0,0,0,0
hurricane-florence_00000478,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001107,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001107,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001107,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001283,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001283,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001283,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000320,2,Minor Damage,2229,0.21257400512695312,1,2229,2229,2229.0,2229.0,0,0,0,0,0
hurricane-florence_00000320,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000320,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000146,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000146,3,Major Damage,2019,0.19254684448242188,4,1033,105,504.75,440.5,0,0,0,0,0
hurricane-florence_00000146,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000439,2,Minor Damage,88608,8.4503173828125,41,5198,168,2161.170731707317,1656.0,0,0,0,0,0
hurricane-harvey_00000439,3,Major Damage,218798,20.86620330810547,138,4069,216,1585.4927536231885,1687.0,0,0,0,0,0
hurricane-harvey_00000439,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000261,2,Minor Damage,937,0.08935928344726562,4,286,189,234.25,231.0,0,0,0,0,0
hurricane-matthew_00000261,3,Major Damage,260,0.0247955322265625,1,260,260,260.0,260.0,0,0,0,0,0
hurricane-matthew_00000261,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001078,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001078,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001078,4,Destroyed,278,0.02651214599609375,2,174,104,139.0,139.0,0,0,0,0,0
mexico-earthquake_00000047,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000047,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000047,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000104,2,Minor Damage,8129,0.7752418518066406,7,1580,836,1161.2857142857142,1219.0,0,0,0,0,0
hurricane-michael_00000104,3,Major Damage,3894,0.37136077880859375,3,1840,430,1298.0,1624.0,0,0,0,0,0
hurricane-michael_00000104,4,Destroyed,663,0.06322860717773438,1,663,663,663.0,663.0,0,0,0,0,0
socal-fire_00000969,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000969,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000969,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000024,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000024,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000024,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000237,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000237,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000237,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000430,2,Minor Damage,3777,0.3602027893066406,1,3777,3777,3777.0,3777.0,0,0,0,0,0
hurricane-michael_00000430,3,Major Damage,55621,5.304431915283203,3,20277,15482,18540.333333333332,19862.0,0,0,0,0,0
hurricane-michael_00000430,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000016,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000016,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000016,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000066,2,Minor Damage,67651,6.451702117919922,125,2320,87,541.208,350.0,0,0,0,0,0
hurricane-matthew_00000066,3,Major Damage,778,0.07419586181640625,2,437,341,389.0,389.0,0,0,0,0,0
hurricane-matthew_00000066,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000309,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000309,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000309,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000203,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000203,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000203,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000960,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000960,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000960,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000101,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000101,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000101,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000767,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000767,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000767,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000251,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000251,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000251,4,Destroyed,40054,3.8198471069335938,32,5358,120,1251.6875,1106.0,0,0,0,0,0
mexico-earthquake_00000126,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000126,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000126,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000727,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000727,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000727,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001233,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001233,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001233,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000458,2,Minor Damage,13997,1.3348579406738281,12,1713,249,1166.4166666666667,1307.0,0,0,0,0,0
hurricane-michael_00000458,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000458,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000009,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000009,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000009,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000001,2,Minor Damage,2609,0.24881362915039062,4,1015,315,652.25,639.5,0,0,0,0,0
guatemala-volcano_00000001,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000001,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000464,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000464,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000464,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000048,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000048,3,Major Damage,1587,0.15134811401367188,1,1587,1587,1587.0,1587.0,0,0,0,0,0
palu-tsunami_00000048,4,Destroyed,2636,0.2513885498046875,7,931,122,376.57142857142856,264.0,0,0,0,0,0
hurricane-michael_00000543,2,Minor Damage,2477,0.23622512817382812,2,1470,1007,1238.5,1238.5,0,0,0,0,0
hurricane-michael_00000543,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000543,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000090,2,Minor Damage,16406,1.5645980834960938,36,1531,51,455.72222222222223,364.0,0,0,0,0,0
hurricane-matthew_00000090,3,Major Damage,4172,0.3978729248046875,6,1141,368,695.3333333333334,673.0,0,0,0,0,0
hurricane-matthew_00000090,4,Destroyed,958,0.09136199951171875,4,303,171,239.5,242.0,0,0,0,0,0
socal-fire_00000955,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000955,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000955,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000142,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000142,3,Major Damage,310,0.02956390380859375,1,310,310,310.0,310.0,0,0,0,0,0
palu-tsunami_00000142,4,Destroyed,5654,0.5392074584960938,11,1111,81,514.0,462.0,0,0,0,0,0
hurricane-matthew_00000211,2,Minor Damage,1546,0.14743804931640625,5,401,231,309.2,290.0,0,0,0,0,0
hurricane-matthew_00000211,3,Major Damage,793,0.07562637329101562,3,363,144,264.3333333333333,286.0,0,0,0,0,0
hurricane-matthew_00000211,4,Destroyed,3716,0.3543853759765625,22,271,33,168.9090909090909,186.5,0,0,0,0,1
hurricane-harvey_00000292,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000292,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000292,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000507,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000507,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000507,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000514,2,Minor Damage,1246,0.11882781982421875,1,1246,1246,1246.0,1246.0,0,0,0,0,0
hurricane-michael_00000514,3,Major Damage,3766,0.35915374755859375,1,3766,3766,3766.0,3766.0,0,0,0,0,0
hurricane-michael_00000514,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000020,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000020,3,Major Damage,4368,0.41656494140625,2,3960,408,2184.0,2184.0,0,0,0,0,0
palu-tsunami_00000020,4,Destroyed,44981,4.289722442626953,29,7529,63,1551.0689655172414,839.0,0,0,0,0,0
mexico-earthquake_00000153,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000153,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000153,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000061,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000061,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000061,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000041,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000041,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000041,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000169,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000169,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000169,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000541,2,Minor Damage,3070,0.29277801513671875,1,3070,3070,3070.0,3070.0,0,0,0,0,0
hurricane-michael_00000541,3,Major Damage,3429,0.3270149230957031,1,3429,3429,3429.0,3429.0,0,0,0,0,0
hurricane-michael_00000541,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000275,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000275,3,Major Damage,6348,0.6053924560546875,5,2739,163,1269.6,1210.0,0,0,0,0,0
hurricane-harvey_00000275,4,Destroyed,298,0.02841949462890625,3,113,92,99.33333333333333,93.0,0,0,0,0,0
mexico-earthquake_00000074,2,Minor Damage,8060,0.7686614990234375,7,2862,73,1151.4285714285713,841.0,0,0,0,0,0
mexico-earthquake_00000074,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000074,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000182,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000182,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
